Timestamp,Value
1765737351.402785,1
1765737351.4028473,1
1765737351.4028952,1
1765737351.402943,1
1765737351.4029899,1
1765737351.4030378,1
1765737351.4030848,1
1765737351.4031327,1
1765737351.4031794,1
1765737351.4032273,1
1765737351.4032915,1
1765737351.403342,1
1765737351.4033897,1
1765737351.4034362,1
1765737351.4035296,1
1765737351.4035854,1
1765737351.403653,1
1765737351.403701,1
1765737351.4080682,1
1765737351.4081275,1
1765737351.4081771,1
1765737351.408225,1
1765737351.4082737,1
1765737351.408326,1
1765737351.4084303,1
1765737351.408502,1
1765737351.408567,1
1765737351.4086337,1
1765737351.4087002,1
1765737351.4087853,1
1765737351.408851,1
1765737351.4089205,1
1765737351.4089828,1
1765737351.409037,1
1765737351.409086,1
1765737351.409135,1
1765737351.4092298,1
1765737351.409292,1
1765737351.4135926,1
1765737351.4136844,1
1765737351.4137344,1
1765737351.4137814,1
1765737351.413848,1
1765737351.4138954,1
1765737351.4139469,1
1765737351.4139934,1
1765737351.4140599,1
1765737351.4141154,1
1765737351.4141629,1
1765737351.4142118,1
1765737351.4142601,1
1765737351.4143066,1
1765737351.4143658,1
1765737351.414413,1
1765737351.4144592,1
1765737351.414506,1
1765737351.414559,1
1765737351.4146678,1
1765737351.4147444,1
1765737351.4190888,1
1765737351.4191585,1
1765737351.4192612,1
1765737351.41932,1
1765737351.4193695,1
1765737351.419443,1
1765737351.4194915,1
1765737351.4195406,1
1765737351.4195883,1
1765737351.4196362,1
1765737351.4196832,1
1765737351.4197402,1
1765737351.419793,1
1765737351.4198403,1
1765737351.419887,1
1765737351.4199378,1
1765737351.4199862,1
1765737351.4200332,1
1765737351.4200811,1
1765737351.4201283,1
1765737351.4201753,1
1765737351.424616,1
1765737351.4246814,1
1765737351.4247313,1
1765737351.4247808,1
1765737351.42483,1
1765737351.4248781,1
1765737351.4249263,1
1765737351.4249773,1
1765737351.4250293,1
1765737351.4250894,1
1765737351.4251497,1
1765737351.425204,1
1765737351.4252582,1
1765737351.425341,1
1765737351.4254,1
1765737351.4254553,1
1765737351.425507,1
1765737351.4255571,1
1765737351.4256067,1
1765737351.425655,1
1765737351.4273226,1
1765737351.427391,1
1765737351.4274426,1
1765737351.4274893,1
1765737351.4275393,1
1765737351.4275856,1
1765737351.4276326,1
1765737351.427679,1
1765737351.4277463,1
1765737351.4277928,1
1765737351.4328177,1
1765737351.4329262,1
1765737351.4329946,1
1765737351.4330564,1
1765737351.433113,1
1765737351.4331625,1
1765737351.4332094,1
1765737351.4332561,1
1765737351.4333022,1
1765737351.4333508,1
1765737351.433406,1
1765737351.433492,1
1765737351.433559,1
1765737351.4336276,1
1765737351.433689,1
1765737351.4337506,1
1765737351.4338112,1
1765737351.4338849,1
1765737351.433936,1
1765737351.4339926,1
1765737351.4340456,1
1765737351.4383543,1
1765737351.438443,1
1765737351.438493,1
1765737351.4385417,1
1765737351.4385889,1
1765737351.4386377,1
1765737351.4387126,1
1765737351.438762,1
1765737351.4388127,1
1765737351.4388616,1
1765737351.438913,1
1765737351.4389615,1
1765737351.439016,1
1765737351.4390666,1
1765737351.439114,1
1765737351.4391613,1
1765737351.4392083,1
1765737351.439257,1
1765737351.439307,1
1765737351.4393542,1
1765737351.4394212,1
1765737351.443846,1
1765737351.4439166,1
1765737351.4439642,1
1765737351.44401,1
1765737351.4440558,1
1765737351.4441779,1
1765737351.4442496,1
1765737351.4443018,1
1765737351.4443555,1
1765737351.4444048,1
1765737351.4444685,1
1765737351.444517,1
1765737351.4445639,1
1765737351.4446118,1
1765737351.4446588,1
1765737351.444759,1
1765737351.444818,1
1765737351.444867,1
1765737351.444914,1
1765737351.444961,1
1765737351.449277,1
1765737351.4493728,1
1765737351.449425,1
1765737351.4494734,1
1765737351.4495368,1
1765737351.4495857,1
1765737351.4496334,1
1765737351.44968,1
1765737351.449727,1
1765737351.4497733,1
1765737351.4498212,1
1765737351.4498682,1
1765737351.449916,1
1765737351.4499629,1
1765737351.4500132,1
1765737351.4500775,1
1765737351.450144,1
1765737351.4502118,1
1765737351.450286,1
1765737351.4503565,1
1765737351.4504135,1
1765737351.4548962,1
1765737351.4549737,1
1765737351.4550242,1
1765737351.4550712,1
1765737351.4551184,1
1765737351.455171,1
1765737351.4552267,1
1765737351.4552755,1
1765737351.4553242,1
1765737351.4553883,1
1765737351.4554443,1
1765737351.4554935,1
1765737351.4555423,1
1765737351.4556034,1
1765737351.4556532,1
1765737351.4557002,1
1765737351.4557502,1
1765737351.4557977,1
